owner_id,pg_name,city,address,sharing_type,bed_available,total_room,gender,furnish_type,ameneties,security_deposit,rent,image
465, Alpine Manor Apartment_401,bengaluru,richards town,2,2,1,girls,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",8500,14500,
466,203  Muniyappa Nest,bengaluru,adugodi,4,0,2,any,semi_furnished,[],6337,12675,
467,Gabadia Nest,mumbai,kandivali west,1,1,0,boys,fully_furnished,"['AC', 'Power Backup', 'Security', 'Fridge']",16400,40950,
468,Vindhyeshwari Home Stay_16,indore,bhanwar kuwa,3,0,1,girls,semi_furnished,[],10000,30000,
469,"Sobha City Casa Paradiso 3045,Block 3, Thanisandra",bengaluru,thirumenahalli north taluka,6,0,3,any,semi_furnished,['Power Backup'],5000,10000,
470,Suncity Apartments,bengaluru,bellandur,3,0,3,boys,semi_furnished,[],10000,10000,
471,Huma Abbas,bengaluru,banaswadi,3,1,1,boys,fully_furnished,[],6500,7200,
472,"SANJANA CASTLE,305",bengaluru,srirampuram,2,1,1,boys,fully_furnished,['Security'],8250,15603,
473,Emerald Nest- 304,Bengaluru,Vijaya Nagar,2,2,1,girls,fully_furnished,[],5000,10000,
474,Nandkishore nest,indore,lig colony,2,0,2,any,unfurnished,[],9500,9500,
475,SNN Raj Serenity A1-908,bengaluru,yelenahalli,2,0,2,any,semi_furnished,"['Swimming Pool', 'Power Backup', 'Security']",12700,12700,
476,Sowparnika Skanda apartment,bengaluru,krishnarajapura,1,1,1,boys,fully_furnished,['Security'],10600,10600,
477,Mouli Nilaya-GF02,bengaluru,doddanagamangala,1,0,1,any,semi_furnished,[],12000,12000,
478,2 BHK Freedom Fighter Enclave,newdelhi,neb sarai,2,0,2,any,semi_furnished,[],15000,15000,
479,2 BHK in Isha mistry green,bengaluru,channasandra whitefield,1,1,0,boys,fully_furnished,"['Gym', 'Power Backup', 'Security']",7200,14400,
480,Greater Kailash 1 BHK,newdelhi,greater kailash 1,1,0,1,any,fully_furnished,[],35000,35000,
481,Adarshmay Apartment_14,pune,lohegaon,1,0,1,any,fully_furnished,[],8000,8000,
482,Vaibhav Nest Delhi,newdelhi,mayur vihar phase 1,2,2,0,boys,unfurnished,"['AC', 'Washing Machine', 'Fridge', 'Tv']",5550,11050,
483,Nehru 1 BHk,indore,nehru nagar,1,0,1,any,unfurnished,[],9000,9000,
484,Shri kalleshwar Apartment_09,pune,warje,1,0,1,any,unfurnished,[],11500,11500,
485,Srinivas Nilayam Nest-402,bengaluru,electronic city,1,0,1,any,fully_furnished,"['Fridge', 'Tv']",20000,20000,
486,Ravindra Trinity 1308,pune,wagholi,2,0,2,any,unfurnished,['Security'],8750,8750,
487,Rajbhawan Nest-402,bengaluru,jp nagar phase 2,3,0,3,any,semi_furnished,[],16000,16000,
488,2 BHK semi-furnished ,hyderabad,puppal guda,2,0,2,any,unfurnished,[],12500,12500,
489,HelloWorld Aura,indore,nipania,2,0,1,any,fully_furnished,"['Power Backup', 'Washing Machine', 'Fridge', 'Tv']",5000,10000,
490,Vijaya Lakshmi Nest 202,bengaluru,banaswadi,2,0,1,boys,fully_furnished,['Power Backup'],8700,17400,
491,Flora_401,hyderabad,narsingi,3,0,3,any,semi_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security']",18000,18000,
492,Rishi House,gurugram,mayfield garden,3,1,1,girls,fully_furnished,['Fridge'],6000,13400,
493,1.5 BHK Shreyansh Apartment,indore,new palasia,1,0,1,any,semi_furnished,['Security'],12000,12000,
494,"Skyline Sterling Apartment, A-403  Basheerbagh, Hyderabad.",hyderabad,basheer bagh,3,2,1,girls,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security', 'Fridge']",7000,10150,
495,Ashfaq nest-G2,hyderabad,bairagiguda,2,0,2,any,unfurnished,[],9900,9900,
496,HelloWorld Naayaab,hyderabad,kukatpally,2,0,1,any,fully_furnished,"['Power Backup', 'Washing Machine', 'Fridge', 'Tv']",7500,15000,
497,Radha Krishna Nest,bengaluru,banashankari stage 3,2,0,2,any,semi_furnished,[],8000,8000,
498,Sri Sai residency Nest-302,bengaluru,hulimavu,1,0,1,any,semi_furnished,[],16000,16000,
499,Saminathan,chennai,siruseri,2,0,2,any,unfurnished,[],7500,7500,
500,Nidhi Nest,gurugram,sector 39,2,0,2,girls,fully_furnished,[],7200,12000,
501,2 BHK CR Park,newdelhi,chittaranjan park,2,0,2,any,fully_furnished,[],22500,22500,
502,Harpreet Narula  Nest_U22/61,gurugram,dlf city phase 3,1,0,1,any,fully_furnished,[],21000,21000,
503,SK Nest Delhi,newdelhi,sarita vihar,4,0,2,girls,fully_furnished,[],5950,13100,
504,shivaanest,bengaluru,whitefield,1,0,1,any,semi_furnished,['Security'],12000,15000,
505,Shraddha heights nest,mumbai,andheri east,5,0,2,girls,semi_furnished,"['Gym', 'Power Backup', 'Security']",12500,25000,
506,Ashok Chakra,pune,koregaon park,3,0,3,any,fully_furnished,"['AC', 'Washing Machine', 'Fridge', 'Tv']",26500,26500,
507,Saurabh Nest Mayur Vihar,newdelhi,mayur vihar phase 1,4,2,3,boys,fully_furnished,[],9200,10000,
508,Praveen Nest,bengaluru,duravani nagar,4,0,2,any,semi_furnished,[],3250,6500,
509,Kanika rain forest,mumbai,andheri east,1,0,1,any,semi_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security']",52000,52000,
510,HelloWorld Pacific,hyderabad,gawaldoddi,2,0,1,any,fully_furnished,"['Power Backup', 'Washing Machine', 'Fridge', 'Tv']",10000,20000,
511,ARAVINTH NITHYANANTHAM,chennai,neelankarai,3,0,3,any,fully_furnished,"['Washing Machine', 'Fridge']",26500,26500,
512,Zircon chsl ,mumbai,mulund west,3,0,3,any,unfurnished,"['Swimming Pool', 'Power Backup', 'Security']",18000,18000,
513,Rathore House,newdelhi,ganesh nagar 2,2,0,2,any,semi_furnished,[],10000,10000,
514,HNR Apartment-102,bengaluru,mathikere,1,0,1,any,semi_furnished,[],10000,10000,
515,RAJ PG  #203,bengaluru,vijaya nagar stage 2,1,0,1,boys,semi_furnished,[],8000,8000,
516,Mount Unique Residences:703,pune,baner gaon,3,0,3,any,fully_furnished,"['AC', 'Security', 'Washing Machine', 'Fridge']",23000,23000,
517,Lalit Nest 102,bengaluru,gidadakonenahalli,2,0,2,any,semi_furnished,[],11000,11000,
518,Nagarjun Nest,bengaluru,sivanchetti gardens,5,1,2,boys,fully_furnished,[],10500,20400,
519,GREENFIELD,pune,kothrud,2,2,0,girls,fully_furnished,[],7200,13850,
520,21 LIG Duplex01,indore,jagjivan ram nagar,1,0,1,any,semi_furnished,[],9000,9000,
521,3BHK in Akasdeep CHS Ltd,mumbai,ghatkopar west,6,0,3,any,semi_furnished,"['AC', 'Washing Machine', 'Fridge']",13650,30500,
522,Amit House,indore,bhawrasla,1,0,1,any,unfurnished,[],6000,6000,
523,Kannathal Nest,chennai,velachery,4,1,2,boys,semi_furnished,[],7700,12600,
524,F201 Platinum city,bengaluru,peenya,3,1,1,girls,fully_furnished,['Security'],7000,14000,
525,Srinivas Nilayam Nest-503,bengaluru,electronic city,1,0,1,any,fully_furnished,"['Fridge', 'Tv']",20000,20000,
526,Khanna House sector 57,gurugram,sushant lok phase 3,2,0,1,boys,fully_furnished,['Power Backup'],5000,10500,
527,A. Rajalakshmi NEST 2,chennai,velachery,4,0,2,boys,fully_furnished,[],7800,16350,
528,Mohan Nest,chennai,velachery,6,0,3,boys,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",7450,14900,
529,PKT K SARITA VIHAR,newdelhi,sarita vihar,4,0,2,any,semi_furnished,[],6850,13700,
530, Abhay House_1 BHK,indore,mahalxmi nagar,1,0,1,any,unfurnished,[],11500,11500,
531,Vinoda Nest F 402,hyderabad,kukatpally,3,1,1,boys,fully_furnished,['Power Backup'],7000,15200,
532,Bramhchaitanya Villa,pune,chinchwad,5,0,3,any,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",6500,10000,
533,Sam Residency,hyderabad,basheer bagh,3,0,1,boys,fully_furnished,['Security'],5000,10000,
534,Pradeep Omprakash Singh_03,pune,lohegaon,1,0,1,any,unfurnished,[],8708,8708,
535,SHIVAPPA NEST G1,bengaluru,mahadevapura,2,0,2,any,semi_furnished,[],10000,10000,
536,2BHK Nest Andheri East,mumbai,andheri east,2,0,2,any,unfurnished,[],17500,17500,
537,Pintu Agarwal Nest -106,bengaluru,hulimavu,1,0,1,boys,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",11500,11500,
538,PANCHAPAKESAN Nest,chennai,thuraipakkam,6,0,3,boys,fully_furnished,"['AC', 'Washing Machine', 'Fridge', 'Tv']",6650,13300,
539,Amrapali Zodiac R 104,noida,sector 132,1,0,1,girls,fully_furnished,"['Power Backup', 'Security', 'Washing Machine', 'Fridge']",6500,6700,
540,Alta Vista,mumbai,chembur,2,0,2,any,fully_furnished,[],31000,31000,
541,Amod Nest 2,newdelhi,vipin garden,6,0,3,girls,fully_furnished,"['AC', 'Power Backup', 'Security', 'Washing Machine', 'Fridge', 'Tv']",6500,13000,
542,Jaypee Kosmos_1501,noida,sector 134,3,0,3,boys,semi_furnished,"['Power Backup', 'Security']",7500,7500,
543,Raviraj Colorado,pune,kondhwa,4,0,2,boys,fully_furnished,['Security'],6150,12300,
544,Thapar House,newdelhi,malviya nagar,3,1,1,boys,fully_furnished,['Security'],8000,22000,
545,Moon Light Hospitality Nest_109,pune,kharadi,3,0,1,any,fully_furnished,"['Washing Machine', 'Fridge']",10000,20000,
546,Dhar House Lilac II,gurugram,south city 2,1,1,0,boys,fully_furnished,['Power Backup'],6500,13000,
547,badruka enclave A305,hyderabad,banjara hills,4,0,2,boys,semi_furnished,[],5550,11100,
548,Rajeev House Ardee City,gurugram,ardee city,6,3,3,girls,fully_furnished,['Power Backup'],5600,10500,
549,Kalashree Apartments_1501,pune,nanded,3,0,3,any,unfurnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security']",10000,10000,
550,Ashish Nest#2,mumbai,jogeshwari east,1,1,0,boys,fully_furnished,"['Power Backup', 'Security', 'Washing Machine', 'Fridge']",8850,33150,
551,Omwati House,newdelhi,mahavir enclave,2,0,2,any,fully_furnished,"['AC', 'Fridge']",12500,12500,
552,URBAN LIVING-505,bengaluru,whitefield,1,0,1,any,fully_furnished,"['Washing Machine', 'Tv']",30000,30000,
553,Robot Studio's 01,indore,dhiraj nagar,1,0,1,any,semi_furnished,['Tv'],5500,5500,
554,SAK Mansion-202,bengaluru,choodasandra,2,0,2,any,semi_furnished,['Security'],9000,9000,
555,Moon Light Hospitality Nest_100,pune,kharadi,1,0,1,any,fully_furnished,"['Washing Machine', 'Fridge']",15000,15000,
556,Syeda Saleha Nest_507,bengaluru,indiranagar,2,0,2,any,semi_furnished,[],8250,8250,
557,Rupesh Nest -2 52,noida,sector 52,8,0,3,girls,fully_furnished,['Power Backup'],4250,8500,
558,WLS091 DLF WOODLAND HEIGHTS,bengaluru,seethanayakanahalli,2,0,1,boys,semi_furnished,"['Gym', 'Security']",2666,5733,
559,Srinivas Nilayam Nest-602,bengaluru,electronic city,1,0,1,any,fully_furnished,"['Fridge', 'Tv']",20000,20000,
560,Pravin Rambhau Pawar_202,pune,wagholi,1,0,1,any,semi_furnished,['Security'],17500,17500,
561,1bhk LIG DU,indore,lig colony,1,0,1,any,semi_furnished,[],9000,9000,
562,Shobacity Casa serinita E1-1105,bengaluru,thirumenahalli north taluka,2,0,1,boys,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security']",7222,16000,
563,Pradeep Omprakash Singh_01,pune,lohegaon,1,0,1,any,semi_furnished,"['Washing Machine', 'Fridge']",9796,9796,
564,kishore nest,mumbai,ghatkopar east,2,0,2,any,unfurnished,"['Power Backup', 'Security']",30550,30550,
565,Anisha Meadows,bengaluru,koramangala,5,1,3,boys,semi_furnished,['Security'],10350,19050,
566,Ashish Apartment_B 203,mumbai,jogeshwari east,1,0,1,any,fully_furnished,"['Power Backup', 'Security']",30000,30000,
567,Yogi Ashram Nest-404,mumbai,borivali west,4,0,2,any,semi_furnished,"['AC', 'Security']",11000,22000,
568,Venkatarathna Nest,bengaluru,banashankari stage 3,4,0,4,any,semi_furnished,[],11000,11000,
569,4BHK Chembur Nest,mumbai,chembur,4,0,4,any,fully_furnished,[],10000,10000,
570,Sumadhura Shikharam,bengaluru,vastu bhoomi,2,0,2,any,semi_furnished,[],15600,15600,
571,4BHK(59A) Villa In Pearl Village,hyderabad,kondapur,2,1,1,girls,fully_furnished,[],5350,14300,
572,Sethia Nest,mumbai,goregaon west,1,0,1,any,unfurnished,[],35000,35000,
573,Sreekanth nest,hyderabad,ameenpur,3,0,3,any,unfurnished,[],6150,6150,
574,AWHO VIJAY VIHAR_1404,pune,wagholi,2,1,1,boys,fully_furnished,"['Swimming Pool', 'Gym', 'Security', 'Washing Machine', 'Fridge', 'Tv']",7000,14000,
575,sharma nest 2,newdelhi,vaishali colony,2,0,2,any,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",10000,10000,
576,Gowri  Nest,chennai,besant nagar,2,0,2,boys,fully_furnished,"['AC', 'Washing Machine', 'Fridge', 'Tv']",10777,10827,
577,Huma Abbas Nest_G2,bengaluru,banaswadi,2,0,2,girls,fully_furnished,"['Fridge', 'Tv']",15000,15000,
578,C604 Vascon xotech Homes ,pune,hinjawadi,2,0,2,boys,fully_furnished,"['Swimming Pool', 'Security', 'Fridge', 'Tv']",15550,15550,
579,Mamatha nest_501,hyderabad,bairagiguda,3,0,3,any,semi_furnished,['Security'],9000,9000,
580,RS  COMFORT NEST-103,bengaluru,mahadevapura,1,0,1,any,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",25000,25000,
581,Ramakrishna Nest-102,bengaluru,visveshwaraya layout,2,0,2,any,semi_furnished,[],12000,12000,
582,113 JYOTHI CLIQUE,bengaluru,kaggadasapura,1,1,0,boys,fully_furnished,[],7400,15550,
583,HD Impression 410,pune,kharadi,1,1,0,boys,fully_furnished,['Washing Machine'],7500,15000,
584,Saxena House_39,newdelhi,janakpuri,2,0,2,any,semi_furnished,[],12500,12500,
585,V M Mansion 302,bengaluru,yelahanka,1,0,1,any,semi_furnished,[],7500,7500,
586,Green thing shared house 302,pune,kharadi,1,1,0,girls,fully_furnished,"['Security', 'Washing Machine', 'Fridge']",8050,16150,
587,S 02 S V Pride Apartments,bengaluru,kaggadasapura,1,1,0,girls,fully_furnished,[],8200,16200,
588,Moon Light Hospitality Nest_102,pune,kharadi,1,1,0,boys,fully_furnished,"['Washing Machine', 'Fridge']",7000,21000,
589,Hithesh Nest 102,bengaluru,vidyaranyapura,2,0,2,any,semi_furnished,[],11500,11500,
590,HelloWorld Ocean,gurugram,sushant lok phase 2,2,0,1,any,fully_furnished,"['AC', 'Power Backup', 'Washing Machine', 'Fridge', 'Tv']",15000,30000,
591,Rita House_Anil Nagar 01,indore,kalp kamdhenu nagar,1,0,1,any,semi_furnished,[],10000,10000,
592,Mairaj & Ikram Fortune_303,hyderabad,red hills,3,0,3,any,unfurnished,[],9300,9300,
593,"Rajinder Nest02 - Chhatarpur, New Delhi",newdelhi,chhatarpur,1,1,0,boys,fully_furnished,"['AC', 'Fridge', 'Tv']",10500,20500,
594,HelloWorld Techview,hyderabad,nanakramguda,2,0,1,any,fully_furnished,"['AC', 'Power Backup', 'Washing Machine', 'Fridge', 'Tv']",15000,30000,
595,MD Nest-T01,bengaluru,hal layout,2,0,2,any,semi_furnished,[],8500,8500,
596,URBAN LIVING-304,bengaluru,whitefield,1,0,1,any,fully_furnished,"['Washing Machine', 'Tv']",30000,30000,
597,Anita Nest,mumbai,powai,2,0,2,any,fully_furnished,"['AC', 'Security', 'Fridge']",50000,50000,
598,Pradeep nest 101,bengaluru,naganathapura,1,0,1,any,semi_furnished,[],12700,12700,
599,Zircon chsl__1607,mumbai,mulund west,4,0,2,any,semi_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security']",15000,30000,
600,Adarshmay Apartment_19,pune,lohegaon,1,0,1,any,fully_furnished,[],8000,8000,
601,Jagdish house_1 BHK,indore,ram nagar,1,0,1,any,unfurnished,[],6300,6300,
602,2 BHK Unfurnished,pune,shaniwar peth,2,0,2,any,unfurnished,[],6500,6500,
603,MISHRA HOUSE III,newdelhi,rohini sector 6,1,0,1,any,semi_furnished,[],13000,13000,
604,Dhanalakshmi M Nest,chennai,thiruvanmiyur,6,0,3,girls,fully_furnished,"['AC', 'Power Backup', 'Washing Machine', 'Fridge', 'Tv']",8333,16666,
605,"Vaikund Sundaram , Phase 2 ",chennai,karappakkam,8,0,4,boys,fully_furnished,"['Gym', 'AC', 'Power Backup', 'Security', 'Washing Machine', 'Fridge', 'Tv']",6350,12700,
606,Moons Villa,pune,lohegaon,6,0,3,boys,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",5000,10000,
607,Karuna Nest,hyderabad,hyderabad shah guda,4,0,4,any,semi_furnished,[],25000,25000,
608,Santosh nest,mumbai,mulund east,3,3,0,boys,fully_furnished,['Security'],9000,16000,
609,Logix Blossom county_Tower No - J 1,noida,sector 137,2,0,2,any,semi_furnished,"['Swimming Pool', 'Power Backup', 'Security']",10500,10500,
610,HM Grandeur 102,bengaluru,frazer town,3,0,3,any,semi_furnished,[],56666,56666,
611,Mahindra Ashwitha E1408,hyderabad,kukatpally,3,1,2,girls,fully_furnished,[],8500,16500,
612,SUNRISE APARTMENT _301,pune,kharadi,1,0,1,any,fully_furnished,"['Security', 'Washing Machine', 'Fridge']",14000,14000,
613,Harpreet Narula  Nest_U22/61,gurugram,dlf city phase 3,1,0,1,any,fully_furnished,[],21000,21000,
614,Vandana NEST 10,newdelhi,ramesh nagar,3,0,1,boys,fully_furnished,"['Gym', 'AC', 'Security', 'Washing Machine', 'Fridge']",7500,22500,
615,Vimalakshi Nest03,chennai,radhapuram,2,0,2,any,semi_furnished,['AC'],11000,11000,
616,Dreamz Suvidha ,bengaluru,doddakannalli,3,0,3,girls,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",20000,20000,
617,Pintu Agarwal Nest -105,bengaluru,hulimavu,1,0,1,boys,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",11500,11500,
618,JayaKumar Nest 1,chennai,karappakkam,2,0,1,boys,fully_furnished,"['AC', 'Washing Machine', 'Fridge']",6000,12000,
619,Seetharaman Nest_302,bengaluru,hebbal,1,1,0,boys,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",5100,10200,
620,Cleark colony 3bhk,indore,sukhlia,3,0,3,any,semi_furnished,[],6666,6666,
621,Sai Leela Apartment_201,pune,wakad,1,0,1,any,unfurnished,[],15000,15000,
622,Umesh next Nest-301,bengaluru,bommanahalli,1,0,1,any,semi_furnished,[],13000,13000,
623,Rajendran Nest,bengaluru,gokul,4,2,1,girls,fully_furnished,['Security'],6200,13000,
624,Yadav Nest,mumbai,padle gaon,1,0,1,any,unfurnished,"['Power Backup', 'Security']",16500,16500,
625,303 Orion East Residency,bengaluru,maruti sevanagar,4,0,2,any,fully_furnished,[],7600,13800,
626,404 Global Meadows,bengaluru,rajarajeshwari nagar,3,1,1,boys,fully_furnished,[],6950,13850,
627,MADHUGIRI CHS LTD_A-18,mumbai,chembur,2,2,0,boys,fully_furnished,"['Power Backup', 'Security', 'Washing Machine', 'Fridge']",12000,50000,
628,Irrma Apartment,pune,dehu road area,1,0,1,any,unfurnished,[],5500,5500,
629,Manjari Nest 78,noida,sector 78,1,0,1,boys,fully_furnished,"['Power Backup', 'Security']",6000,10000,
630,rakshitha apartments,bengaluru,malleswaram,2,0,1,girls,semi_furnished,[],8325,16650,
631,#Mountview shared house_109,pune,kharadi,2,0,1,any,fully_furnished,"['Security', 'Washing Machine', 'Fridge']",8500,17000,
632,Shivanna Nest 303,bengaluru,hebbal kempapura,2,0,1,any,semi_furnished,[],6700,8400,
633,Sharad Ingule Alok Jyot Chs HID 342593,mumbai,goregaon east,1,0,1,any,semi_furnished,"['Power Backup', 'Security']",42500,42500,
634,Adesh Nest,bengaluru,hbr layout,1,1,0,boys,fully_furnished,[],5000,10000,
635,Rajbhawan Nest-102,bengaluru,jp nagar phase 2,3,0,3,any,semi_furnished,[],16000,16000,
636,Yash Studios,indore,nipania,1,0,1,any,fully_furnished,['Tv'],16000,16000,
637,INDEPENDENT HOUSE 202,bengaluru,duravani nagar,2,0,2,any,semi_furnished,[],7000,7000,
638,Ashish Apartment_B 202,mumbai,jogeshwari east,1,0,1,any,fully_furnished,"['Power Backup', 'Security']",30000,30000,
639,Rajbhawan Nest-201,bengaluru,jp nagar phase 2,2,0,2,any,semi_furnished,[],19000,19000,
640,Gabadia heights_1502,mumbai,kandivali west,2,0,2,any,fully_furnished,"['AC', 'Power Backup', 'Security', 'Washing Machine', 'Fridge']",34000,34000,
641,Glory Nest 46,noida,sector 2,1,1,1,boys,fully_furnished,"['Power Backup', 'Security']",9350,9350,
642,Nataraja Nest S2,bengaluru,jp nagar phase 1,2,2,0,boys,fully_furnished,[],5650,10700,
643,02 Renuka Classic Apartment,pune,pashan,6,0,3,any,semi_furnished,"['Security', 'Washing Machine', 'Fridge']",6416,15433,
644,Hemant House,indore,tulsi nagar,1,0,1,any,semi_furnished,[],4500,4500,
645,F02 Shrishti Enclave,bengaluru,banaswadi,6,0,3,girls,fully_furnished,[],10000,20000,
646,Mirza Obaid Manzil #101,hyderabad,kaktiya nagar,6,4,2,girls,fully_furnished,[],6000,11100,
647,Belluti Gururaj Nest 01,bengaluru,basavanagudi,2,0,2,any,unfurnished,[],9000,9000,
648,Veena Nest,bengaluru,banashankari stage 3,1,0,1,any,unfurnished,[],10000,10000,
649,Sri Sai Ganesh Classic Villa Flat No 202,hyderabad,hitech city,1,1,0,boys,fully_furnished,[],6400,12000,
650,G Ganesh Nest,chennai,thuraipakkam,4,0,2,girls,fully_furnished,[],5700,11400,
651,"Skyline Sterling Apartment, C-706 Basheerbagh, Hyderabad.",hyderabad,basheer bagh,2,0,1,boys,fully_furnished,['Security'],7000,14100,
652,Supriya Nest,bengaluru,bellandur,2,0,1,boys,semi_furnished,[],6800,13600,
653,B004 GR Signature,bengaluru,whitefield,4,0,2,any,fully_furnished,"['Gym', 'Security', 'Washing Machine', 'Fridge', 'Tv']",9450,14250,
654,TRISHUL NEST TF 301,bengaluru,koramangala,3,0,2,girls,fully_furnished,[],7500,17000,
655,TNT CRECSANT-B 102,bengaluru,thanisandra,7,0,3,any,semi_furnished,"['Security', 'Washing Machine', 'Fridge', 'Tv']",3000,8000,
656,Vineyard Garden Apartment,bengaluru,banaswadi,1,1,0,girls,fully_furnished,[],6600,13200,
657,MANJULA NEST FF,bengaluru,byatarayanapura,1,1,0,girls,fully_furnished,[],7437,13850,
658,Sai Nilay-103,bengaluru,varthur,1,0,1,any,semi_furnished,[],10000,10000,
659,BABU NEST 106,bengaluru,hennur,2,0,1,boys,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security', 'Washing Machine', 'Fridge', 'Tv']",6000,11000,
660,Shah Nest,mumbai,kandivali west,1,0,1,any,semi_furnished,"['AC', 'Security']",33000,33000,
661,Sheeba's Nest,mumbai,bhandup east,1,1,0,boys,fully_furnished,[],9100,19939,
662,1 BHK Flat Available in Platinum Park Hinjewadi,pune,hinjawadi,1,0,1,any,unfurnished,[],16000,16000,
663,Sahijwani Nest 135,noida,sector 135,3,0,1,boys,fully_furnished,"['Power Backup', 'Security']",2500,11500,
664,Madhu bhavan Nest_302,bengaluru,gulimangala,1,0,1,any,semi_furnished,[],11000,11000,
665,HelloWorld Castle-Prague,bengaluru,btm layout stage 1,2,0,1,any,fully_furnished,"['Power Backup', 'Washing Machine', 'Fridge', 'Tv']",14000,28000,
666,Prahalad Nest ,noida,sector 132,2,0,1,boys,semi_furnished,['Security'],5650,11300,
667,Manju nest,mumbai,ville parle west,4,0,4,any,semi_furnished,['Security'],37450,37450,
668,C MOHAN NEST ,chennai,thuraipakkam,6,1,3,girls,fully_furnished,[],8600,7200,
669,nitushar Nest,mumbai,andheri east,7,0,1,girls,semi_furnished,"['Power Backup', 'Security', 'Washing Machine', 'Fridge']",9500,73000,
670,Swaradhya Heights Apartment_405,pune,wagholi,1,0,1,any,unfurnished,['Security'],10500,10500,
671,RS  COMFORT NEST-204,bengaluru,mahadevapura,1,0,1,any,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",25000,25000,
672,Pradeep Nest 204,bengaluru,krishnarajapura,2,0,2,any,semi_furnished,['Security'],11250,11250,
673,Karol Bagh Grand,indore,bhawrasla,2,0,2,any,semi_furnished,[],6500,6500,
674,Siddhivinayak Heights_202,pune,manjari budruk,1,0,1,girls,unfurnished,[],7000,7000,
675,R SATYAVATHI Nivas,hyderabad,punjagutta,2,1,1,boys,fully_furnished,[],6800,9550,
676,Rumwati Nest,gurugram,sector 40,2,0,2,girls,semi_furnished,"['AC', 'Fridge']",7000,7000,
677,Goyal House Malviya Nagar,newdelhi,malviya nagar,3,0,3,any,semi_furnished,[],10666,10666,
678,Salarpuria Symphony,bengaluru,basapura,2,0,2,any,semi_furnished,[],16075,16075,
679,Beverly Hills_B 903,pune,baner gaon,2,0,1,boys,fully_furnished,"['Swimming Pool', 'Security', 'Washing Machine', 'Fridge', 'Tv']",7500,17300,
680,Jafris Nest,bengaluru,jayanagar,3,0,3,boys,fully_furnished,[],18000,18000,
681,Silla Nest A6,newdelhi,mahavir enclave,3,0,3,any,semi_furnished,[],5000,5000,
682,105/ A-2 Alladin County,hyderabad,sanath nagar,1,1,0,boys,fully_furnished,['Security'],7000,14000,
683,Ramesh Kateja's Nest,mumbai,vikhroli west,1,1,0,boys,semi_furnished,[],14000,24000,
684,Manoj Kumar Nest 202,bengaluru,ejipura,1,0,1,any,semi_furnished,[],7700,7700,
685,Velu Nest-102,bengaluru,baiyappanahalli,1,0,1,any,semi_furnished,[],8500,8500,
686,Sai Leela Apartment_303,pune,wakad,1,0,1,any,unfurnished,[],10000,10000,
687,Sushma NEST 3,newdelhi,ramesh nagar,2,0,1,boys,fully_furnished,"['Gym', 'Security', 'Washing Machine', 'Fridge']",9000,18000,
688,"Aruna Nest, #106",bengaluru,yelenahalli,1,0,1,any,fully_furnished,"['Fridge', 'Tv']",14000,14000,
689,Murali Nest-102,bengaluru,hullukasavanahalli,1,0,1,any,semi_furnished,[],8000,8000,
690,Pintu Agarwal Nest - 207,bengaluru,hulimavu,1,0,1,boys,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",11500,11500,
691,vishnuprasad nest-101,bengaluru,nagarahole nagar,3,0,3,any,semi_furnished,[],5500,5500,
692,R Kantha Nest_404,bengaluru,basapura,1,0,1,boys,semi_furnished,"['Power Backup', 'Security']",13000,13000,
693,Rajinder Nest06,newdelhi,chhatarpur,1,0,1,boys,fully_furnished,"['AC', 'Fridge', 'Tv']",16000,16000,
694,HelloWorld Carla,bengaluru,kadabeesanahalli,2,0,1,any,fully_furnished,"['Power Backup', 'Washing Machine', 'Fridge', 'Tv']",13000,26000,
695,"Skyline Sterling Apartment, A-403  Basheerbagh, Hyderabad.",hyderabad,basheer bagh,3,2,1,girls,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security', 'Fridge']",7000,10150,
696,RK Nest9,bengaluru,vittasandra,1,1,1,any,unfurnished,[],9200,9200,
697,Imperial Recidency ,pune,kalyani nagar,2,0,2,any,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",22500,22500,
698,Samir's Nest,mumbai,powai,1,1,0,boys,fully_furnished,[],15000,26375,
699,Birender House_1 RK,newdelhi,sarita vihar,1,0,1,any,semi_furnished,['Fridge'],15400,15400,
